Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Previous organic traffic,Current organic traffic,Organic traffic change,Current paid traffic,Previous position,Current position,Position change,Previous position kind,Previous URL,Current position kind,Current URL,Previous date,Current date
delivered flowers brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,"Sitelinks, Shopping, Thumbnail",60,32,1.42,5,21,15,,4,1,3,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,https://www.lvly.com.au/collections/flower-delivery-brisbane,2026-01-13 11:18:32,2026-03-29 12:32:47
australian natives bouquet,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, People also ask",60,0,0.78,5,21,15,,4,1,3,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2026-01-23 06:39:46,2026-04-12 18:57:28
deliver flowers adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,true,Local teaser,60,41,1.43,5,21,16,,5,2,3,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-14 13:05:31,2026-03-31 01:29:18
send flowers to melbourne,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Sitelinks, Knowledge panel",60,64,,8,21,12,,2,1,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-18 21:17:53,2026-04-03 00:00:02
lyly,AU,Australia,,Lyly (Person),false,false,false,true,false,false,"Sitelinks, People also ask",200,3,1.72,23,21,-2,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-27 08:06:09,2026-03-24 20:23:03
next day delivery gifts,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Thumbnail, AI Overview, Shopping",150,46,0.81,,20,,,,2,New,,,,https://www.lvly.com.au/collections/shop-all,,2026-04-25 03:46:15
flowers and gifts,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Sitelinks, Knowledge panel, People also ask",150,54,0.97,23,20,-2,,3,2,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-20 19:04:55,2026-04-18 19:11:04
flower deliveries adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,true,Sitelinks,60,33,,18,20,2,,2,1,1,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-09 19:24:02,2026-04-26 20:46:02
flowers sydney same day,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Top ads, Paid sitelinks, Local teaser, Sitelinks",60,47,1.19,2,20,18,,8,2,6,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-07 18:44:02,2026-04-10 01:47:06
flowers for delivery brisbane,AU,Australia,English,Brisbane (Location),false,true,false,false,true,true,"Local teaser, Shopping, Thumbnail",60,35,2.04,,20,,,,2,New,,,,https://www.lvly.com.au/collections/flower-delivery-brisbane,,2026-03-31 09:56:54
thinking of you at this difficult time messages,AU,Australia,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",60,0,,7,20,14,,1,1,,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,AI Overview,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,2025-12-26 21:12:19,2026-04-25 13:16:29
flowers sydney,GB,United Kingdom,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, Bottom ads",150,64,1.71,3,20,18,12,13,3,10,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-19 18:30:28,2026-04-14 08:59:24
flower delivery palm beach,AU,Australia,English,Palm Beach (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",90,0,2.22,18,20,2,,2,2,,,https://www.lvly.com.au/collections/flower-delivery-palm-beach-queensland,,https://www.lvly.com.au/collections/flower-delivery-palm-beach-queensland,2026-01-14 16:59:37,2026-04-03 15:15:56
flower delivery baldivis,AU,Australia,English,Baldivis (Location),false,true,false,false,true,true,"Sitelinks, People also ask",150,5,1.39,18,20,2,,3,2,1,,https://www.lvly.com.au/collections/flower-delivery-baldivis-western-australia,,https://www.lvly.com.au/collections/flower-delivery-baldivis-western-australia,2026-01-27 08:53:28,2026-04-15 18:22:45
flowers delivered sydney,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Thumbnail, Sitelinks, Shopping",800,62,2.18,13,20,7,,13,12,1,,https://www.lvly.com.au/collections/flower-delivery-sydney,,https://www.lvly.com.au/collections/flower-delivery-sydney,2026-01-26 04:38:28,2026-04-18 15:09:57
flowers gold coast same day delivery,AU,Australia,English,Gold Coast (Location),false,true,false,false,true,true,"Sitelinks, People also ask",60,21,1.80,6,20,14,,4,1,3,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/gold-coast,2025-12-28 05:04:26,2026-04-28 06:48:03
best flowers perth,AU,Australia,English,Perth (Location),false,true,false,true,true,true,"Local teaser, Discussions and forums",60,22,1.11,,20,,,,2,New,,,,https://www.lvly.com.au/collections/flower-delivery-perth,,2026-03-26 22:48:51
florist australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Local teaser, Sitelinks",60,64,0.85,6,20,14,,2,1,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-25 11:39:55,2026-04-13 07:46:33
same day delivery flowers sydney,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Local teaser, Sitelinks",250,60,2.61,9,20,11,,9,5,4,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-sydney,2026-01-18 03:11:26,2026-03-24 00:28:03
cheap flower delivery perth,AU,Australia,English,Perth (Location),false,true,false,true,true,true,"Local teaser, Sitelinks, Shopping, Thumbnail",400,30,0.83,3,20,17,,15,10,5,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-17 21:45:34,2026-04-03 02:15:28
lvly voucher,AU,Australia,English,LVLY (Organization),true,false,false,true,true,false,,40,0,0.85,22,20,-2,,1,1,,,https://www.lvly.com.au/products/lvly-gift-card,,https://www.lvly.com.au/pages/discount,2026-01-20 03:00:37,2026-04-13 15:43:39
flower delivery wollongong,AU,Australia,English,Wollongong (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",250,26,1.78,20,,,,8,,Lost,,https://www.lvly.com.au/collections/wollongong,,,2026-01-27 20:48:04,
flowers central coast,AU,Australia,English,Central Coast (Location),false,true,false,true,true,false,"Local teaser, Sitelinks",300,18,1.23,9,20,11,,9,6,3,,https://www.lvly.com.au/collections/central-coast-nsw,,https://www.lvly.com.au/collections/central-coast-nsw,2026-01-28 03:35:55,2026-04-10 03:08:55
valentines day flowers,AU,Australia,English,Valentine's Day (Event),false,false,false,false,true,true,"Sitelinks, Thumbnail, Shopping",250,0,0.73,6,20,14,,10,3,7,,https://www.lvly.com.au/collections/valentines-day,,https://www.lvly.com.au/collections/valentines-day,2025-12-29 09:44:29,2026-04-28 01:27:04
flowers and chocolate delivery sydney,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Local teaser, Sitelinks, Shopping, Thumbnail",200,28,1.49,,20,,,,4,New,,,,https://www.lvly.com.au/collections/flower-delivery-sydney,,2026-04-04 17:52:44
sunday flower delivery perth,AU,Australia,English,Perth (Location),false,true,false,true,true,true,Sitelinks,50,18,1.97,18,20,2,,2,1,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-23 02:39:36,2026-04-09 11:44:34
same day delivery adelaide,AU,Australia,English,Adelaide (Location),false,true,false,true,true,false,"Sitelinks, Local teaser",200,0,1.15,9,20,10,,7,3,4,,https://www.lvly.com.au/collections/flower-delivery-adelaide,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-03 08:14:19,2026-04-03 14:52:07
next day flower delivery sydney,AU,Australia,English,Sydney (Location),false,true,false,false,true,true,"Sitelinks, Local teaser, Shopping, Thumbnail",150,67,2.95,4,20,16,,11,2,9,,https://www.lvly.com.au/collections/flower-delivery-sydney,,https://www.lvly.com.au/,2026-01-02 16:45:33,2026-04-02 02:34:16
native flower delivery melbourne,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,"Sitelinks, Shopping, Thumbnail",150,0,1.87,17,20,2,,3,2,1,,https://www.lvly.com.au/collections/native-flowers,,https://www.lvly.com.au/collections/native-flowers,2025-12-31 07:02:48,2026-03-30 08:18:34
flower gifts,AU,Australia,English,,false,false,false,true,true,true,"Shopping, Thumbnail, Local teaser, Sitelinks",150,68,1.03,20,20,0,,3,2,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-10 09:44:32,2026-04-13 04:40:17
flower delivery australia,AU,Australia,English,Australia (Location),false,true,false,true,true,true,"Sitelinks, People also ask, Thumbnail, Video preview",200,70,1.20,118,19,-98,,1,6,-5,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-18 13:17:33,2026-03-03 16:56:14
buy flowers online,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Shopping, Thumbnail",200,64,1.37,24,19,-5,,3,4,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-19 18:24:49,2026-03-25 03:37:33
sydney flower delivery,GB,United Kingdom,English,Sydney (Location),false,true,false,true,true,true,"Local teaser, Shopping, Thumbnail",300,63,1.76,15,19,5,,6,7,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-15 17:39:10,2026-04-11 23:55:51
flowers subiaco,AU,Australia,English,Subiaco (Location),false,true,false,true,true,false,"Local teaser, Thumbnail, Sitelinks",150,2,1.57,19,,,,3,,Lost,,https://www.lvly.com.au/collections/flower-delivery-subiaco-western-australia,,,2026-01-17 07:25:48,
flower perth,AU,Australia,English,Perth (Location),false,true,false,false,true,true,Sitelinks,150,28,1.47,14,19,5,,4,2,2,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-28 08:05:03,2026-04-17 09:31:09
order flowers melbourne,AU,Australia,English,Melbourne (Location),false,true,false,false,true,true,Sitelinks,150,68,2.02,9,19,10,,6,2,4,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-09 12:56:05,2026-04-26 14:53:21
flower delivery today,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, AI Overview, Shopping, Thumbnail",150,68,2.48,59,19,-40,,1,2,-1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-13 23:32:05,2026-04-24 22:12:48
gift delivery sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"Local teaser, Thumbnail, Sitelinks, Shopping, Video preview",200,2,1.02,3,19,16,,16,8,8,,https://www.lvly.com.au/collections/shop-all,,https://www.lvly.com.au/collections/shop-all,2026-01-28 15:20:09,2026-03-11 11:31:29
flower delivery rosebud,AU,Australia,English,Rosebud (Location),false,true,false,true,true,true,Sitelinks,50,2,1.83,17,19,2,3,2,1,1,,https://www.lvly.com.au/collections/flower-delivery-rosebud-victoria,,https://www.lvly.com.au/collections/flower-delivery-rosebud-victoria,2026-01-07 18:52:32,2026-04-24 01:36:54
lvly delivery,AU,Australia,English,LVLY (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",50,0,1.59,19,19,0,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-13 17:01:33,2026-03-29 22:32:02
lvly flower,AU,Australia,English,LVLY (Organization),true,false,false,true,true,true,"Sitelinks, Local teaser, People also ask",50,0,2.05,19,19,0,5,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-23 23:23:06,2026-04-10 19:08:34
lvly pty ltd,AU,Australia,,LVLY Pty Ltd (Organization),true,false,false,true,false,false,"Sitelinks, People also ask, Knowledge panel, Bottom ads, Paid sitelinks",50,0,0.88,19,19,0,5,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-19 11:50:49,2026-04-03 22:30:10
same-day flower delivery,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Thumbnail, Shopping",150,68,,,19,,,,2,New,,,,https://www.lvly.com.au/,,2026-04-24 19:24:51
flowers wollongong,AU,Australia,English,Wollongong (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",300,18,0.99,38,19,-19,,4,7,-3,,https://www.lvly.com.au/collections/wollongong,,https://www.lvly.com.au/collections/wollongong,2026-01-24 21:06:40,2026-03-29 15:51:35
send flowers online,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, Shopping, Thumbnail, People also ask",150,68,1.26,16,19,3,,4,3,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-10 21:21:02,2026-03-31 11:10:02
florist perth,AU,Australia,English,Perth (Location),false,true,false,true,true,true,"Thumbnail, Sitelinks",1000,42,1.29,1,19,17,,24,11,13,,https://www.lvly.com.au/collections/flower-delivery-perth,,https://www.lvly.com.au/,2026-01-26 06:31:44,2026-04-20 23:06:05
best housewarming gifts australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, Sitelinks, People also ask, Discussions and forums, Shopping",50,0,0.27,,19,,,,2,New,,,,https://www.lvly.com.au/collections/housewarming-gifts,,2026-03-28 15:16:11
lvly same day delivery,AU,Australia,English,Lvly (Organization),true,false,false,false,true,true,"Sitelinks, People also ask",50,2,2.07,19,19,0,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-06 04:12:37,2026-04-21 12:29:34
same.day delivery flowers,AU,Australia,English,,false,false,false,false,true,true,"Local teaser, Shopping, Thumbnail",50,44,,8,19,11,,2,1,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-31 06:15:07,2026-03-30 07:14:27
lvly florist,AU,Australia,English,LVLY (Organization),true,false,false,true,true,false,"Sitelinks, People also ask",50,3,2.06,41,19,-22,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-08 05:34:02,2026-04-24 08:30:38
mother's day flowers melbourne,AU,Australia,English,"Mother's Day (Event), Melbourne (Location)",false,true,false,false,true,true,"Sitelinks, Thumbnail, Shopping, Local teaser, People also ask",250,12,,6,19,13,,12,6,6,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-29 16:21:40,2026-04-12 16:31:02
thinking of you today,GB,United Kingdom,English,,false,false,false,true,true,false,"People also ask, Thumbnail, Sitelinks, Video preview",1200,9,0.17,19,,,,4,,Lost,,https://www.lvly.com.au/blogs/lvly-blog/10-sympathy-messages-to-show-youre-thinking-of-them,,,2025-12-29 12:45:16,
gift delivery melbourne,AU,Australia,English,Melbourne (Location),false,true,false,true,true,true,"Local teaser, Sitelinks, Shopping, Thumbnail",250,12,1.10,18,,,,8,,Lost,,https://www.lvly.com.au/collections/shop-all,,,2026-01-05 19:40:39,
flower delivery richmond,AU,Australia,English,Richmond (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",200,5,2.41,1,18,18,,19,4,15,,https://www.lvly.com.au/collections/flower-delivery-richmond-new-south-wales,,https://www.lvly.com.au/collections/flower-delivery-richmond-new-south-wales,2026-01-22 16:52:05,2026-03-27 20:40:32
flowers delivery canberra,AU,Australia,English,Canberra (Location),false,true,false,false,true,true,"Top ads, Paid sitelinks, Sitelinks, People also ask, Bottom ads",150,36,1.97,23,18,-5,,3,3,,,https://www.lvly.com.au/collections/canberra,,https://www.lvly.com.au/collections/canberra,2026-01-07 09:55:52,2026-04-23 17:09:57
same day gift delivery sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,"AI Overview, Thumbnail, Sitelinks, Shopping, Bottom ads, Paid sitelinks, Video preview",150,32,1.10,18,,,,1,,Lost,AI Overview,https://www.lvly.com.au/collections/shop-all,,,2025-12-14 18:00:11,
flower delivery adelaide same day,AU,Australia,English,Adelaide (Location),false,true,false,false,true,true,"Top ads, Paid sitelinks, Local teaser, Sitelinks, Bottom ads",80,48,1.53,4,18,14,4,8,2,6,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-adelaide,2026-01-18 07:59:48,2026-04-01 20:32:02
valentines day flowers melbourne,AU,Australia,English,"Valentine's Day (Event), Melbourne (Location)",false,true,false,false,true,true,"Sitelinks, Shopping, Thumbnail",200,8,,7,18,11,,9,4,5,,https://www.lvly.com.au/collections/valentines-day,,https://www.lvly.com.au/collections/valentines-day,2026-01-05 13:07:57,2026-04-24 20:38:03
flower delivery tomorrow,AU,Australia,English,,false,false,false,false,true,true,"Thumbnail, Sitelinks, Shopping",50,65,2.35,6,18,12,,3,1,2,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2025-12-30 18:30:46,2026-03-29 13:13:18
flower delivery perth wa,AU,Australia,English,Perth (Location),false,true,false,true,true,true,"Local teaser, Sitelinks",50,35,2.00,6,18,12,,3,2,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-perth,2026-01-18 23:31:47,2026-04-02 18:00:54
champagne flowers,AU,Australia,English,champagne (Product),true,false,false,true,true,true,"People also ask, Shopping, Thumbnail",50,0,,6,18,13,,3,1,2,,https://www.lvly.com.au/collections/champagne-and-flowers,,https://www.lvly.com.au/collections/champagne-and-flowers,2026-01-12 05:56:46,2026-03-28 03:39:17
lvly logo,AU,Australia,English,LVLY (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",50,1,,18,18,0,,1,1,,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-23 18:35:32,2026-04-10 12:43:45
florist rosebud,AU,Australia,English,Rosebud (Location),false,true,false,true,true,true,"Thumbnail, Bottom ads, Paid sitelinks",200,2,0.83,12,18,7,,7,4,3,,https://www.lvly.com.au/collections/flower-delivery-rosebud-victoria,,https://www.lvly.com.au/collections/flower-delivery-rosebud-victoria,2026-01-26 22:19:34,2026-04-23 18:27:28
brisbane florist same day delivery,AU,Australia,English,Brisbane (Location),false,true,false,true,true,true,Sitelinks,80,22,2.38,3,18,15,,10,1,9,,https://www.lvly.com.au/,,https://www.lvly.com.au/collections/flower-delivery-brisbane,2026-01-07 18:46:04,2026-04-23 15:54:53
flower delivery melbourne,NZ,New Zealand,English,Melbourne (Location),false,true,false,false,true,true,People also ask,150,65,1.55,18,18,0,,4,3,1,,https://www.lvly.com.au/,,https://www.lvly.com.au/,2026-01-08 07:57:56,2026-04-26 21:54:41
