Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
cheap flights from kuala lumpur to singapore,MY,Malaysia,English,"Kuala Lumpur (Location), Singapore (Location)",false,true,false,true,true,true,"Thumbnail, People also ask",50,0,,4,0,5,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-singapore-sin/,2026-03-31 14:55:49
香港飞大阪,HK,Hong Kong,Chinese,,false,true,false,true,true,false,,150,1,,4,0,10,,https://www.airasia.com/flights/zh/hk/from-hong-kong-hkg-to-osaka-itm/,2026-04-11 16:49:38
malaysia to new zealand flight,MY,Malaysia,English,,false,false,false,true,true,false,People also ask,150,0,0.05,4,0,10,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-auckland-akl/,2026-04-13 14:25:47
gambar tiket air asia,MY,Malaysia,Indonesian,AirAsia (Organization),true,false,false,true,false,false,Sitelinks,10,0,,4,0,1,,https://www.airasia.com/aa/inflight-comforts/ms/my/seats.html,2026-04-07 08:47:32
airasia malaysia website,MY,Malaysia,English,"AirAsia (Organization), Malaysia (Location)",true,false,true,true,true,false,,0,72,0.11,4,0,1,,https://www.airasia.com/flights/,2026-03-28 19:11:17
ride hailing malaysia,MY,Malaysia,English,Malaysia (Location),false,true,false,true,false,false,"Thumbnail, People also ask, Sitelinks",90,34,0.42,4,0,8,,https://www.airasia.com/ride/,2026-04-20 01:15:34
tokyo to kl,MY,Malaysia,English,"Tokyo (Location), Kuala Lumpur (Location)",false,true,false,true,true,false,"People also ask, Thumbnail",90,0,0.04,4,0,8,,https://www.airasia.com/flights/from-tokyo-hnd-to-kuala-lumpur-kul/,2026-04-12 21:27:17
kl to singapore flight,AU,Australia,English,,false,true,false,true,true,false,People also ask,90,0,0.21,4,0,8,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-singapore-sin/,2026-04-08 20:15:52
托运,MY,Malaysia,Chinese,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",90,0,,4,0,9,,https://www.airasia.com/aa/inflight-comforts/zh/cn/baggage.html,2026-04-07 22:08:56
track air asia flight,IN,India,English,AirAsia flight (Product),true,false,false,true,false,false,,10,7,0.01,4,0,1,,https://www.airasia.com/flightstatus/en/gb,2026-04-13 20:51:02
airasia official website,AU,Australia,English,AirAsia (Organization),true,false,true,true,false,false,People also ask,10,78,,4,0,1,,https://www.airasia.com/flights/,2026-04-16 12:56:38
radar pesawat online,ID,Indonesia,Indonesian,,false,false,false,true,false,false,,1300,76,0.05,4,0,20,,https://www.airasia.com/flightstatus/id/id,2026-04-19 12:09:36
air asia car,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"Sitelinks, People also ask",10,3,0.20,4,0,1,,https://www.airasia.com/ride/,2026-04-17 15:17:40
lombok ke sumbawa,ID,Indonesia,Indonesian,"Lombok (Location), Sumbawa (Location)",false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask",80,0,0.07,4,0,8,,https://www.airasia.com/flights/id/id/from-lombok-lop-to-sumbawa-besar-swq/,2026-04-04 03:09:51
danang to ho chi minh,MY,Malaysia,English,"Da Nang (Location), Ho Chi Minh City (Location)",false,true,false,true,false,false,People also ask,80,0,0.11,4,0,7,,https://www.airasia.com/flights/from-da-nang-dad-to-ho-chi-minh-city-sgn/,2026-04-07 11:43:52
denpasar to sumba,AU,Australia,English,"Denpasar (Location), Sumba (Location)",false,true,false,true,false,false,People also ask,80,0,,4,0,7,,https://www.airasia.com/flights/from-bali-dps-to-tambolaka-tmc/,2026-04-05 15:51:47
flight from kl to xiamen,MY,Malaysia,English,"Kuala Lumpur (Location), Xiamen (Location)",false,true,false,false,true,true,"Top ads, Paid sitelinks, People also ask",80,0,,4,0,7,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-xiamen-xmn/,2026-04-10 10:04:45
ดูที่นั่งเครื่องบิน,TH,Thailand,Thai,,false,false,false,true,false,false,"AI Overview, Thumbnail, Video preview, People also ask",50,0,,4,0,6,,https://www.airasia.com/aa/inflight-comforts/th/th/seats.html,2026-04-08 19:57:52
タイエアアジアx 成田,JP,Japan,Japanese,"Thai AirAsia X (Organization), Narita (Location)",true,true,false,true,true,false,"People also ask, AI Overview, Video preview, Sitelinks",50,0,,4,0,6,,https://www.airasia.com/flights/ja/jp/tokyo-narita-tokyo-metropolis-prefecture/,2026-04-20 09:14:02
airfare manila to iloilo,PH,Philippines,English,,false,true,false,true,true,true,"Top ads, People also ask, Thumbnail",50,0,0.05,4,2,5,,https://www.airasia.com/flights/from-manila-mnl-to-iloilo-ilo/,2026-04-24 07:18:04
จองตั๋วกรุงเทพ เชียงใหม่,TH,Thailand,Thai,"Bangkok (Location), Chiang Mai (Location)",false,true,false,false,true,true,,50,0,0.16,4,0,5,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-chiang-mai-cnx/,2026-04-01 16:47:52
tiket pesawat bandung denpasar,ID,Indonesia,Indonesian,"Bandung (Location), Denpasar (Location)",false,true,false,true,true,true,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,0.02,4,0,6,,https://www.airasia.com/flights/id/id/from-bandung-bdo-to-bali-dps/,2026-04-20 07:15:20
z2 712 flight status,PH,Philippines,English,Z2 712 (Event),true,false,false,true,false,false,"People also ask, Sitelinks",50,0,,4,0,5,,https://www.airasia.com/flightstatus/,2026-04-20 21:56:53
flight from kl to delhi,MY,Malaysia,English,"Kuala Lumpur (Location), Delhi (Location)",false,true,false,true,true,false,Top ads,50,0,,4,0,5,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-new-delhi-del/,2026-04-09 14:15:10
boarding pass,BN,Brunei Darussalam,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",50,27,,4,0,6,,https://www.airasia.com/check-in/v2/boardingpass/en/gb,2026-04-12 10:05:06
hotel best kuala terengganu,MY,Malaysia,English,Kuala Terengganu (Location),false,true,false,true,true,false,"Sitelinks, Video preview",50,0,0.08,4,0,5,,https://www.airasia.com/best-hotels/kuala-terengganu/,2026-04-01 09:03:30
manila to cebu plane ticket price,PH,Philippines,English,,false,true,false,true,true,false,People also ask,50,20,0.03,4,0,5,,https://www.airasia.com/flights/from-manila-mnl-to-cebu-ceb/,2026-03-25 16:51:02
กรุงเทพ มะนิลา,TH,Thailand,Thai,"Bangkok (Location), Manila (Location)",false,true,false,true,true,false,,50,0,0.11,4,0,5,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-manila-mnl/,2026-04-04 08:49:28
medan to penang,MY,Malaysia,English,"Medan (Location), Penang (Location)",false,true,false,true,false,false,People also ask,50,0,0.13,4,0,5,,https://www.airasia.com/flights/from-medan-kno-to-penang-pen/,2026-04-12 22:19:17
flight to indonesia,PH,Philippines,English,Indonesia (Location),false,false,false,true,true,true,People also ask,50,0,0.02,4,0,5,,https://www.airasia.com/flights/indonesia/,2026-03-30 18:46:52
tiket tarakan jakarta,ID,Indonesia,Indonesian,"Tarakan (Location), Jakarta (Location)",false,true,false,true,true,true,People also ask,50,0,0.03,4,0,5,,https://www.airasia.com/flights/id/id/from-tarakan-north-kalimantan-trk-to-jakarta-cgk/,2026-04-13 03:12:02
bali to komodo island,MY,Malaysia,English,"Bali (Location), Komodo Island (Location)",false,true,false,true,false,false,"AI Overview, Thumbnail, People also ask, Sitelinks",50,0,0.13,4,0,6,,https://www.airasia.com/flights/from-bali-dps-to-labuan-bajo-komodo-island-lbj/,2026-03-30 08:05:32
mnl to tacloban flights,PH,Philippines,English,Manila to Tacloban (Event),false,true,false,true,true,true,,50,0,0.06,4,0,5,,https://www.airasia.com/flights/from-manila-mnl-to-tacloban-tac/,2026-04-22 10:22:17
kota kinabalu to lahad datu flight,MY,Malaysia,English,"Kota Kinabalu (Location), Lahad Datu (Location)",false,true,false,true,true,true,People also ask,50,0,0.05,4,0,5,,https://www.airasia.com/flights/from-kota-kinabalu-bki-to-lahad-datu-ldu/,2026-04-07 21:41:02
klia to sg,MY,Malaysia,English,"Kuala Lumpur International Airport (Location), Singapore (Location)",false,false,false,true,false,false,"Top ads, Paid sitelinks, Bottom ads",50,1,,4,0,5,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-singapore-sin/,2026-04-03 09:17:17
maa to kul flight,MY,Malaysia,English,MAA to KUL flight (Event),false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail",50,0,0.16,4,0,5,,https://www.airasia.com/flights/from-chennai-maa-to-kuala-lumpur-kul/,2026-04-27 02:36:28
harga tiket pesawat semarang lampung promo,ID,Indonesia,Indonesian,Semarang Lampung (Event),false,true,false,true,true,true,People also ask,50,0,0.02,4,0,5,,https://www.airasia.com/flights/id/id/from-semarang-srg-to-bandar-lampung-tkg/,2026-04-03 00:30:32
ตั๋วเครื่องบิน บุรีรัมย์ กรุงเทพ,TH,Thailand,Thai,"Buriram (Location), Bangkok (Location)",false,true,false,true,true,true,Thumbnail,50,0,0.07,4,0,5,,https://www.airasia.com/flights/th/th/from-buri-ram-bfv-to-bangkok-dmk/,2026-04-18 21:19:40
kul yia,MY,Malaysia,English,KUL YIA (Event),false,false,false,true,true,true,People also ask,50,0,0.05,4,0,5,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-yogyakarta-yia/,2026-04-21 22:41:27
kul to pku,MY,Malaysia,English,KUL to PKU (Event),false,false,false,true,true,false,Thumbnail,50,0,,4,0,5,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-pekanbaru-pku/,2026-04-22 05:02:51
air pass,IN,India,English,,false,false,false,true,true,false,"AI Overview, Video preview, People also ask",50,46,0.05,4,0,6,,https://www.airasia.com/unlimited/en/gb,2026-04-04 09:56:52
harga tiket pesawat maumere jakarta,ID,Indonesia,Indonesian,"Maumere (Location), Jakarta (Location)",false,true,false,true,true,false,"Featured snippet, People also ask",50,0,0.02,4,0,6,,https://www.airasia.com/flights/id/id/from-maumere-mof-to-jakarta-cgk/,2026-04-16 14:47:58
ramadan dates fruit,US,United States,English,Ramadan (Event),false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Top stories",40,1,,4,0,6,,https://www.airasia.com/play/assets/blt04ca8936e758b41b/5-types-of-dates-to-break-your-ramadan-fast-with,2026-04-26 22:32:38
palembang batam berapa jam,ID,Indonesia,Indonesian,"Palembang (Location), Batam (Location)",false,true,false,true,false,false,People also ask,60,0,,4,0,6,,https://www.airasia.com/flights/id/id/from-palembang-plm-to-batam-bth/,2026-03-26 05:33:45
flight from jb to bangkok,MY,Malaysia,English,"Johor Bahru (Location), Bangkok (Location)",false,true,false,false,true,true,People also ask,60,0,,4,0,6,,https://www.airasia.com/flights/from-johor-bahru-jhb-to-bangkok-dmk/,2026-04-09 17:51:36
kl to kk flight time,MY,Malaysia,English,,false,false,false,true,false,false,People also ask,60,0,0.17,4,0,6,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-kota-kinabalu-bki/,2026-04-12 17:54:42
ตั๋วบินไปเชียงใหม่,TH,Thailand,Thai,Chiang Mai (Location),false,true,false,false,true,true,Video preview,60,0,0.06,4,0,6,,https://www.airasia.com/flights/th/th/from-bangkok-dmk-to-chiang-mai-cnx/,2026-04-11 01:53:54
tiket pesawat batam makassar,ID,Indonesia,Indonesian,"Batam (Location), Makassar (Location)",false,true,false,true,true,true,People also ask,60,0,0.02,4,0,6,,https://www.airasia.com/flights/id/id/from-batam-bth-to-makassar-upg/,2026-03-28 11:39:20
flights to chiang mai,PH,Philippines,English,Chiang Mai (Location),false,true,false,true,true,true,People also ask,60,0,0.05,4,0,6,,https://www.airasia.com/flights/from-manila-mnl-to-chiang-mai-cnx/,2026-04-13 19:02:50
cebu to mph,PH,Philippines,English,Cebu (Location),false,true,false,true,false,false,People also ask,60,0,0.06,4,0,6,,https://www.airasia.com/flights/from-cebu-ceb-to-caticlan-boracay-mph/,2026-04-24 05:36:18
kuala lumpur to penang flights,AU,Australia,English,,false,true,false,true,true,false,People also ask,60,1,0.26,4,0,6,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-penang-pen/,2026-04-03 21:06:41
tiket medan jakarta murah,ID,Indonesia,Indonesian,"Medan (Location), Jakarta (Location)",false,true,false,true,true,true,"Top ads, Paid sitelinks, People also ask, Bottom ads",60,0,0.05,4,0,6,,https://www.airasia.com/flights/id/id/from-medan-kno-to-jakarta-cgk/,2026-04-13 17:07:02
harga tiket jakarta bengkulu,ID,Indonesia,Indonesian,"Jakarta (Location), Bengkulu (Location)",false,true,false,true,true,false,People also ask,60,0,0.02,4,0,6,,https://www.airasia.com/flights/id/id/from-jakarta-cgk-to-bengkulu-bks/,2026-03-30 19:33:04
z2 697 flight status,PH,Philippines,English,Z2 697 (Event),true,false,false,true,false,false,,60,0,0.05,4,0,6,,https://www.airasia.com/flightstatus/,2026-03-28 13:29:44
manila to cebu,SG,Singapore,English,"Manila (Location), Cebu (Location)",false,true,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",150,0,0.27,4,0,6,,https://www.airasia.com/flights/from-manila-mnl-to-cebu-ceb/,2026-04-02 19:44:27
ตั๋วเครื่องบิน อุดร,TH,Thailand,Thai,Udon Thani (Location),false,true,false,true,true,true,,40,0,0.07,4,0,6,,https://www.airasia.com/flights/th/th/from-udon-thani-uth-to-bangkok-dmk/,2026-04-05 01:11:32
kul to mauritius,MY,Malaysia,English,,false,false,false,true,true,false,"People also ask, Bottom ads, Paid sitelinks",60,0,,4,0,6,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-mauritius-island-mru/,2026-04-16 12:18:02
セブ マニラ,JP,Japan,Japanese,"Cebu (Location), Manila (Location)",false,true,false,true,false,false,"People also ask, AI Overview",60,0,0.40,4,0,7,,https://www.airasia.com/flights/ja/jp/from-cebu-ceb-to-manila-mnl/,2026-04-14 03:32:02
online airasia,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,true,false,"Top ads, Paid sitelinks",10,73,,4,0,1,,https://www.airasia.com/guest/,2026-03-29 03:49:54
bangkok to koh samui flights,IN,India,English,Bangkok to Koh Samui (Event),false,true,false,true,true,true,"People also ask, Thumbnail, Video preview",500,0,0.10,4,0,14,,https://www.airasia.com/flights/from-bangkok-bkk-to-ko-samui-usm/,2026-04-19 03:52:15
darwin to thailand,AU,Australia,English,"Darwin (Location), Thailand (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",200,0,0.09,4,0,12,,https://www.airasia.com/flights/from-darwin-drw-to-bangkok-bkk,2026-03-03 04:48:31
airasia free baggage,MY,Malaysia,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",10,4,0.19,4,0,2,,https://www.airasia.com/aa/inflight-comforts/en/gb/baggage.html,2026-04-04 18:09:44
airasia cargo,PH,Philippines,English,AirAsia (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, People also ask",40,28,0.14,4,0,1,AI Overview,https://www.airasia.com/aa/pdf/about-us/fee-charges-ak.pdf,2026-04-11 13:00:58
flight kuala lumpur to bangkok,MY,Malaysia,English,,false,true,false,true,true,true,People also ask,100,0,0.19,4,0,6,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-bangkok-bkk/,2026-03-25 03:54:27
istanbul to kuala lumpur,MY,Malaysia,English,,false,false,false,true,true,false,"Top ads, People also ask, Thumbnail, Bottom ads, Paid sitelinks",100,0,0.10,4,0,9,,https://www.airasia.com/flights/from-istanbul-ist-to-kuala-lumpur-kul/,2026-04-24 07:50:53
penang to hangzhou flight,MY,Malaysia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask",100,0,,4,0,9,,https://www.airasia.com/flights/from-penang-pen-to-hangzhou-hgh/,2026-04-26 22:33:36
harga tiket pesawat semarang sampit,ID,Indonesia,Indonesian,Semarang Sampit (Event),false,true,false,true,true,false,People also ask,80,0,0.01,4,0,8,,https://www.airasia.com/flights/id/id/from-semarang-srg-to-sampit-smq,2026-04-13 02:32:54
kul to istanbul flight,MY,Malaysia,English,,false,false,false,true,true,false,"Top ads, Thumbnail, People also ask",80,0,0.19,4,0,8,,https://www.airasia.com/flights/from-kuala-lumpur-kul-to-istanbul-saw/,2026-04-25 19:03:53
airasia call center,IN,India,English,AirAsia (Organization),true,false,false,true,false,false,Sitelinks,30,29,0.44,4,0,2,,https://www.airasia.com/aa/self-service-handbook/,2026-03-30 15:32:14
air asia berhad,AE,United Arab Emirates,,AirAsia Berhad (Organization),true,false,false,true,false,false,"AI Overview, Thumbnail, Sitelinks, People also ask",10,74,0.12,4,0,1,AI Overview,https://www.airasia.com/en/gb,2026-04-09 20:17:27
incheon to manila,PH,Philippines,English,"Incheon (Location), Manila (Location)",false,true,false,true,true,false,People also ask,200,0,0.15,4,0,4,,https://www.airasia.com/flights/from-seoul-incheon-icn-to-manila-mnl/,2026-04-12 09:05:02
check in,MD,Moldova,English,,false,false,false,true,false,false,"AI Overview, Thumbnail, People also ask, Video preview",300,50,0.44,4,0,9,,https://www.airasia.com/check-in/en/gb,2026-01-25 07:18:37
pesawat bandung jakarta,ID,Indonesia,Indonesian,"Bandung (Location), Jakarta (Location)",false,true,false,true,true,true,People also ask,70,0,0.01,4,0,5,,https://www.airasia.com/flights/id/id/from-bandung-bdo-to-jakarta-cgk/,2026-04-19 19:30:28
tiket kuala lumpur,ID,Indonesia,Indonesian,Kuala Lumpur (Location),false,true,false,true,true,true,"People also ask, Bottom ads, Paid sitelinks",150,0,0.05,4,0,10,,https://www.airasia.com/flights/id/id/from-jakarta-cgk-to-kuala-lumpur-kul/,2026-04-12 15:41:13
jb to langkawi flight,MY,Malaysia,English,,false,true,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Thumbnail",150,0,0.06,4,3,10,,https://www.airasia.com/flights/from-johor-bahru-jhb-to-langkawi-lgk/,2026-04-22 08:02:45
