Keyword,Country,Location,Language,Entities,Branded,Local,Navigational,Informational,Commercial,Transactional,SERP features,Volume,KD,CPC,Organic traffic,Paid traffic,Current position,Current position kind,Current URL,Updated
cruise november,AU,Australia,English,,false,false,false,true,true,false,Thumbnail,40,10,0.45,6,0,2,,https://www.cruise1st.com.au/cruises/november-cruises,2026-05-03 09:34:47
cheap cruises sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,People also ask,50,3,0.25,6,0,5,,https://www.cruise1st.com.au/cheap-cruises-from-sydney,2026-05-04 03:58:34
2025 cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",100,12,,6,0,1,AI Overview,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-04-11 13:05:29
south american cruises,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, AI Overview, People also ask",70,2,0.50,6,0,2,,https://www.cruise1st.com.au/destinations/south-america,2026-04-30 15:38:28
cruise to thailand,AU,Australia,English,Thailand (Location),false,false,false,true,true,false,"People also ask, Discussions and forums",150,0,0.33,6,0,7,,https://www.cruise1st.com.au/destinations/thailand,2026-05-07 11:13:38
cruising deals,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask, Discussions and forums, Bottom ads",150,42,0.97,6,0,7,,https://www.cruise1st.com.au/,2026-05-05 06:18:16
cruise dalmatian coast,AU,Australia,English,Dalmatian Coast (Location),false,false,false,true,true,false,AI Overview,90,0,,6,0,6,,https://www.cruise1st.com.au/cruises/dalmatian-coast,2026-05-11 07:44:16
cruise specials from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,People also ask,90,5,0.49,6,0,5,,https://www.cruise1st.com.au/cheap-cruises-from-sydney,2026-05-02 12:32:16
cruises to moreton island from sydney,AU,Australia,English,"Moreton Island (Location), Sydney (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, Video preview, People also ask",70,0,,6,0,5,,https://www.cruise1st.com.au/destinations/australia/moreton-island,2026-04-10 01:08:16
cruises december 2024,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask",100,57,0.42,6,0,7,,https://www.cruise1st.com.au/cruises/december-cruises,2026-05-08 08:58:19
cruise nz,AU,Australia,English,New Zealand (Location),false,false,false,true,true,false,"Thumbnail, People also ask",200,17,0.43,6,0,8,,https://www.cruise1st.com.au/destinations/new-zealand,2026-04-24 06:42:09
baltic cruises 2023,AU,Australia,English,,false,false,false,true,true,false,Sitelinks,150,0,0.68,6,0,7,,https://www.cruise1st.com.au/destinations/baltics,2026-04-15 18:06:53
8 night south pacific cruise,AU,Australia,English,South Pacific (Location),false,false,false,true,true,true,Video preview,150,0,,6,0,8,,https://www.cruise1st.com.au/cruise/south-pacific-from-brisbane-australia-with-the-voyager-of-the-seas--18797557,2026-05-10 22:14:59
around the world cruise from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask, Video preview",50,0,,6,0,1,AI Overview,https://www.cruise1st.com.au/sydney-world-cruises,2026-04-14 15:24:27
cruise deals deals,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Bottom ads, Paid sitelinks",80,43,,6,0,6,,https://www.cruise1st.com.au/cruises/cruise-deals,2026-04-23 14:58:46
september cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, Bottom ads",80,1,0.46,6,0,6,,https://www.cruise1st.com.au/cruises/september-cruises,2026-05-11 12:36:04
sydney to perth cruise,AU,Australia,English,Sydney to Perth (Location),false,true,false,true,true,false,"Thumbnail, AI Overview",80,0,0.22,6,0,6,,https://www.cruise1st.com.au/cruises/cruises-from-sydney,2026-05-06 12:28:04
asia cruises 2025,AU,Australia,English,,false,false,false,true,true,false,Thumbnail,100,0,0.46,6,0,6,,https://www.cruise1st.com.au/asia-cruises-from-brisbane,2026-04-12 16:27:11
booking cruises,AU,Australia,English,,false,false,false,false,true,true,"Sitelinks, People also ask",40,67,0.30,6,0,2,,https://www.cruise1st.com.au/,2026-04-19 09:13:08
cruises brisbane to cairns,AU,Australia,English,"Brisbane (Location), Cairns (Location)",false,true,false,true,true,false,"Top ads, AI Overview, Thumbnail, People also ask, Bottom ads, Paid sitelinks",40,0,0.37,6,0,1,AI Overview,https://www.cruise1st.com.au/cruise-from-brisbane-to-cairns,2026-04-14 03:11:04
south american cruise,AU,Australia,English,South America (Location),false,false,false,true,true,false,AI Overview,40,0,0.57,6,0,3,,https://www.cruise1st.com.au/destinations/south-america,2026-05-10 17:21:00
brisbane to new zealand cruises,AU,Australia,English,"Brisbane (Location), New Zealand (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, AI Overview, Bottom ads",40,0,,6,0,2,,https://www.cruise1st.com.au/new-zealand-cruises-from-brisbane,2026-05-02 09:16:52
ireland cruise,AU,Australia,English,Ireland (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, People also ask, Discussions and forums, Bottom ads",150,0,,6,0,7,,https://www.cruise1st.com.au/cruises/ireland,2026-05-01 20:08:12
caribbean cruise australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"Thumbnail, People also ask, Bottom ads, Paid sitelinks",70,18,,6,0,4,,https://www.cruise1st.com.au/destinations/caribbean,2026-04-19 12:01:53
sydney to new caledonia cruise,AU,Australia,English,"Sydney (Location), New Caledonia (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, People also ask, Video preview",70,0,0.37,6,0,5,,https://www.cruise1st.com.au/destinations/new-caledonia,2026-04-12 11:50:53
dalmatian coast cruises,AU,Australia,English,Dalmatian Coast (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask",150,0,0.77,6,0,9,,https://www.cruise1st.com.au/cruises/dalmatian-coast,2026-04-25 12:59:27
greece cruise,AU,Australia,English,Greece (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, People also ask, Video preview",500,4,0.55,6,0,10,,https://www.cruise1st.com.au/destinations/greece,2026-04-30 02:57:59
european river cruise specials,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, People also ask, Bottom ads, Paid sitelinks",100,2,,6,0,6,,https://www.cruise1st.com.au/river-cruises,2026-04-28 17:15:54
three day cruises from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,true,AI Overview,80,2,,6,0,6,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-05-05 22:14:54
all inclusive cruise australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"AI Overview, People also ask",30,15,,6,0,2,,https://www.cruise1st.com.au/all-inclusive-cruises-from-sydney,2026-04-25 20:17:53
cruise sydney to perth 2023,AU,Australia,English,Sydney to Perth (Event),false,true,false,true,true,false,"Sitelinks, Thumbnail, People also ask, Bottom ads, Paid sitelinks",90,0,0.33,6,0,5,,https://www.cruise1st.com.au/cruises-sydney-to-perth,2026-04-12 21:25:53
short cruise deals,AU,Australia,English,,false,false,false,true,true,false,,40,3,0.39,6,0,2,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-23 10:33:23
cruise cruises,AU,Australia,English,,false,false,false,true,true,false,"Thumbnail, Local pack",150,63,0.38,6,0,7,,https://www.cruise1st.com.au/cruise-lines,2026-05-11 10:22:03
14 day new zealand cruise,AU,Australia,English,New Zealand (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",90,0,0.46,6,0,1,AI Overview,https://www.cruise1st.com.au/14-day-cruises-from-sydney,2026-05-11 14:27:26
italy cruise,AU,Australia,English,Italy (Location),false,false,false,true,true,false,"People also ask, Discussions and forums",200,1,0.63,6,0,9,,https://www.cruise1st.com.au/destinations/italy,2026-05-10 11:53:35
cruise sydney to gold coast,AU,Australia,English,"Sydney (Location), Gold Coast (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail",20,1,,6,0,1,AI Overview,https://www.cruise1st.com.au/cruise-from-sydney-to-brisbane,2026-04-10 10:05:23
cruise to solomon islands from australia,AU,Australia,English,Solomon Islands (Location),false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, Thumbnail, People also ask, Bottom ads",20,0,0.43,6,0,1,AI Overview,https://www.cruise1st.com.au/cruises/solomon-islands,2026-04-28 16:21:29
cruise to london from australia,AU,Australia,English,"London (Location), Australia (Location)",false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",100,0,0.36,6,0,8,,https://www.cruise1st.com.au/destinations/western-europe/london,2026-05-04 22:33:53
cruises from sydney to tasmania 2024,AU,Australia,English,"Sydney (Location), Tasmania (Location)",false,true,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, Sitelinks, People also ask, Bottom ads",100,0,,6,0,6,,https://www.cruise1st.com.au/tasmania-cruises-from-sydney,2026-04-18 06:01:52
world cruises from australia 2024,AU,Australia,English,,false,false,false,true,true,false,"Sitelinks, People also ask, Video preview",100,0,0.45,6,0,6,,https://www.cruise1st.com.au/sydney-world-cruises,2026-04-09 10:18:02
cruises from brisbane to asia,AU,Australia,English,"Brisbane (Location), Asia (Location)",false,true,false,true,true,false,"AI Overview, People also ask",40,0,0.41,6,0,3,,https://www.cruise1st.com.au/asia-cruises-from-brisbane,2026-04-15 12:13:02
cruises from sydney january 2025,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,,150,5,0.42,6,0,7,,https://www.cruise1st.com.au/cruises/january-cruises,2026-04-11 06:09:28
last minutes cruises,AU,Australia,English,,false,false,false,true,true,true,"Thumbnail, People also ask",70,6,,6,0,5,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-04-15 23:04:15
deals on cruise,AU,Australia,English,,false,false,false,true,true,true,AI Overview,90,53,,6,0,7,,https://www.cruise1st.com.au/,2026-04-30 19:16:24
3 night cruises,AU,Australia,English,,false,false,false,true,true,true,"Top ads, Thumbnail",100,1,0.32,6,0,6,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-04-23 13:45:28
discount cruises australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,"People also ask, Thumbnail, Bottom ads, Paid sitelinks",150,31,0.45,6,0,6,,https://www.cruise1st.com.au/cruises/cruise-deals,2026-04-22 23:06:10
cruise deals australia 2024,AU,Australia,English,Australia (Location),false,true,false,true,true,true,"Thumbnail, Sitelinks",100,34,,6,0,6,,https://www.cruise1st.com.au/,2026-04-28 05:32:46
christmas cruises from sydney 2024,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"Thumbnail, Sitelinks, People also ask, Bottom ads, Paid sitelinks",100,0,0.21,6,0,6,,https://www.cruise1st.com.au/christmas-cruises-from-sydney,2026-04-23 05:28:53
short cruise australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,,50,2,,6,0,3,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-14 15:56:32
australia cruise deals,AU,Australia,English,Australia (Location),false,false,false,true,true,false,"Top ads, Thumbnail, Discussions and forums, Bottom ads",150,47,0.49,6,0,5,,https://www.cruise1st.com.au/,2026-05-10 08:29:58
3 day sydney cruise,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,"AI Overview, Video preview",40,0,0.45,6,0,3,,https://www.cruise1st.com.au/3-day-cruise-from-sydney,2026-05-03 03:06:32
cruises singapore to australia,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, Thumbnail, AI Overview, People also ask, Bottom ads",50,0,,6,0,5,,https://www.cruise1st.com.au/singapore-to-australia-cruises,2026-04-22 04:34:53
sydney to new zealand cruise price,AU,Australia,English,,false,true,false,true,true,false,"AI Overview, People also ask",200,0,0.42,6,0,10,,https://www.cruise1st.com.au/new-zealand-cruises-from-sydney,2026-05-07 10:43:56
5 night cruise,AU,Australia,English,,false,false,false,true,true,false,,40,2,0.32,6,0,2,,https://www.cruise1st.com.au/cruises/short-cruises,2026-04-30 05:46:29
cruise to singapore from australia,AU,Australia,English,"Singapore (Location), Australia (Location)",false,false,false,true,true,false,Thumbnail,100,1,0.34,6,0,7,,https://www.cruise1st.com.au/destinations/singapore,2026-04-16 06:24:17
cook islands cruise,AU,Australia,English,Cook Islands (Location),false,false,false,true,true,false,"AI Overview, People also ask, Discussions and forums",150,0,0.44,6,0,7,People also ask,https://www.cruise1st.com.au/cruises/cook-islands,2026-05-11 09:20:27
4 night cruise from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,,80,0,0.34,6,0,5,,https://www.cruise1st.com.au/short-cruises-from-brisbane,2026-04-19 06:23:19
cruise around australia from brisbane,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,"AI Overview, Thumbnail, People also ask",60,0,,6,0,5,,https://www.cruise1st.com.au/cruises-around-australia-from-brisbane,2026-05-03 07:19:18
africa cruise deals,AU,Australia,English,Africa (Location),false,false,false,true,true,false,,100,0,,6,0,6,,https://www.cruise1st.com.au/destinations/africa,2026-04-14 05:45:13
cruises in august,AU,Australia,English,,false,false,false,true,true,false,"Top ads, Paid sitelinks, AI Overview, People also ask, Thumbnail",50,12,0.46,6,0,4,,https://www.cruise1st.com.au/cruises/august-cruises,2026-04-30 12:32:53
family cruise deals australia,AU,Australia,English,Australia (Location),false,true,false,true,true,false,AI Overview,50,0,,6,0,4,,https://www.cruise1st.com.au/cruises/family-cruises,2026-05-06 15:12:51
cheap cruise from sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,,50,6,0.32,6,0,3,,https://www.cruise1st.com.au/cheap-cruises-from-sydney,2026-05-08 14:32:54
november cruise,AU,Australia,English,,false,false,false,true,true,false,Thumbnail,30,4,0.45,6,0,1,,https://www.cruise1st.com.au/cruises/november-cruises,2026-05-09 14:45:22
last minute cruises to australia,AU,Australia,English,Australia (Location),false,false,false,true,true,true,,80,2,0.37,6,0,5,,https://www.cruise1st.com.au/cruises/last-minute-cruises,2026-05-08 15:06:37
cruise in july,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, People also ask",60,37,0.45,6,0,4,,https://www.cruise1st.com.au/cruises/july-cruises,2026-04-30 00:10:47
around the world cruise from australia,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",100,0,0.46,6,0,1,AI Overview,https://www.cruise1st.com.au/sydney-world-cruises,2026-04-11 17:21:55
cruise to vanuatu from australia,AU,Australia,English,Vanuatu (Location),false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",80,0,0.37,6,0,7,,https://www.cruise1st.com.au/cruises/vanuatu,2026-04-29 05:30:53
germany cruise,AU,Australia,English,Germany (Location),false,false,false,true,true,false,"Thumbnail, People also ask, Bottom ads, Paid sitelinks",200,0,0.54,6,0,9,,https://www.cruise1st.com.au/cruises/germany,2026-04-13 18:42:31
cruise australia to japan,AU,Australia,English,,false,false,false,true,true,false,"AI Overview, Thumbnail, People also ask",100,0,0.49,6,0,7,,https://www.cruise1st.com.au/cruise-to-japan-from-australia,2026-05-06 02:10:28
cruise deals from brisbane 2023,AU,Australia,English,Brisbane (Location),false,true,false,true,true,false,Sitelinks,150,13,0.46,6,0,7,,https://www.cruise1st.com.au/cruises/cruises-from-brisbane,2026-04-20 17:43:54
cruises to sydney,AU,Australia,English,Sydney (Location),false,true,false,true,true,false,People also ask,200,4,0.44,6,0,9,,https://www.cruise1st.com.au/cruises-sydney-to-sydney,2026-04-16 04:25:32
cruises september,AU,Australia,English,,false,false,false,true,true,false,AI Overview,40,24,0.45,6,0,3,,https://www.cruise1st.com.au/cruises/september-cruises,2026-04-27 22:16:50
september cruise,AU,Australia,English,,false,false,false,true,true,false,,40,23,,6,0,2,,https://www.cruise1st.com.au/cruises/september-cruises,2026-04-21 20:53:18
